sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_phase6,timeframe_28d,timeframe_14d
male,all,AI,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,8361,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AR,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,27883,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BE,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,512300,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BL,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,142767,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BS,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,95621,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FL,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,19368,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FR,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,162985,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GE,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,245320,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GL,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,20625,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GR,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,100289,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,JU,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,36474,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,LU,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,207582,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NE,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,86184,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NW,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,22298,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,OW,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,19268,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SG,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,258108,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,41162,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SO,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,138626,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SZ,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,83109,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TG,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,142527,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TI,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,170830,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,UR,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,18768,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VD,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,400217,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VS,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,172955,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZG,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,65227,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,774299,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AG,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,345258,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AI,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,7932,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AR,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,27426,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BE,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,530832,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BL,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,148202,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BS,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,101114,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,FL,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,19687,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,FR,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,162511,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GE,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,261023,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GL,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,20226,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GR,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,99807,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,JU,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,37235,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,LU,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,208765,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,NE,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,89710,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,NW,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,21222,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,OW,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,18840,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SG,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,256396,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,41945,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SO,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,138836,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SZ,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,79048,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TG,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,140382,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TI,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,180156,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,UR,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,18051,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VD,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,414545,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VS,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,175548,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZG,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,63567,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,779124,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AG,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AI,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,OW,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SG,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SO,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SZ,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TG,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TI,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,UR,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VD,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VS,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZG,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AG,202022,811,16,795,811,2,NA,2,0.504,50.4,348814,232.5,232.5,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,811,232.5,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AI,202022,13,0,13,13,0,NA,0,0.591,59.099999999999994,8361,155.48,155.48,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,13,155.48,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AR,202022,48,0,48,48,0,NA,0,0.533,53.300000000000004,27883,172.15,172.15,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,48,172.15,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BE,202022,1190,7,1183,1190,0.6,NA,0.6,0.512,51.2,512300,232.29,232.29,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,1190,232.29,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BL,202022,484,4,480,484,0.8,NA,0.8,0.508,50.8,142767,339.01,339.01,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,484,339.01,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BS,202022,448,2,446,448,0.4,NA,0.4,0.486,48.6,95621,468.52,468.52,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,448,468.52,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FL,202022,88,0,88,88,0,NA,0,0.209,20.9,19368,454.36,454.36,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,88,454.36,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FR,202022,440,5,435,440,1.1,NA,1.1,0.519,51.9,162985,269.96,269.96,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,440,269.96,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GE,202022,1383,16,1367,1383,1.2,NA,1.2,0.47,47,245320,563.75,563.75,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,1383,563.75,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GL,202022,37,0,37,37,0,NA,0,0.536,53.6,20625,179.39,179.39,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,37,179.39,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GR,202022,211,2,209,211,0.9,NA,0.9,0.488,48.8,100289,210.39,210.39,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,211,210.39,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,JU,202022,165,2,163,165,1.2,NA,1.2,0.48,48,36474,452.38,452.38,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,165,452.38,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,LU,202022,411,3,408,411,0.7,NA,0.7,0.486,48.6,207582,197.99,197.99,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,411,197.99,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NE,202022,374,4,370,374,1.1,NA,1.1,0.501,50.1,86184,433.96,433.96,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,374,433.96,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NW,202022,50,0,50,50,0,NA,0,0.538,53.800000000000004,22298,224.24,224.24,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,50,224.24,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,OW,202022,42,0,42,42,0,NA,0,0.667,66.7,19268,217.98,217.98,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,42,217.98,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SG,202022,447,0,447,447,0,NA,0,0.472,47.199999999999996,258108,173.18,173.18,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,447,173.18,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SH,202022,101,2,99,101,2,NA,2,0.515,51.5,41162,245.37,245.37,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,101,245.37,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SO,202022,364,1,363,364,0.3,NA,0.3,0.516,51.6,138626,262.58,262.58,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,364,262.58,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SZ,202022,172,0,172,172,0,NA,0,0.506,50.6,83109,206.96,206.96,COVID19Test,sex,2022-05-03_06-06-15,isoweek,2020-22,172,206.96,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
